iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate
HKG,Asia,Hong Kong,19/12/2020,8078,109,90.286,129,0,2,1069.537,14.432,11.954,17.08,0,0.265,
HKG,Asia,Hong Kong,20/12/2020,8152,74,87.286,129,0,1.714,1079.335,9.798,11.557,17.08,0,0.227,
HKG,Asia,Hong Kong,21/12/2020,8237,85,87.714,131,2,1.571,1090.589,11.254,11.613,17.345,0.265,0.208,
HKG,Asia,Hong Kong,22/12/2020,8300,63,82.714,132,1,1.429,1098.93,8.341,10.951,17.477,0.132,0.189,
HKG,Asia,Hong Kong,23/12/2020,8353,53,78.571,133,1,1.429,1105.947,7.017,10.403,17.609,0.132,0.189,
HKG,Asia,Hong Kong,24/12/2020,8424,71,75,135,2,1.429,1115.348,9.4,9.93,17.874,0.265,0.189,
HKG,Asia,Hong Kong,25/12/2020,8481,57,73.143,136,1,1,1122.895,7.547,9.684,18.007,0.132,0.132,
HKG,Asia,Hong Kong,26/12/2020,8540,59,66,136,0,1,1130.706,7.812,8.738,18.007,0,0.132,
HKG,Asia,Hong Kong,27/12/2020,8610,70,65.429,136,0,1,1139.975,9.268,8.663,18.007,0,0.132,
HKG,Asia,Hong Kong,28/12/2020,8671,61,62,139,3,1.143,1148.051,8.076,8.209,18.404,0.397,0.151,
HKG,Asia,Hong Kong,29/12/2020,8724,53,60.571,143,4,1.571,1155.068,7.017,8.02,18.933,0.53,0.208,
HKG,Asia,Hong Kong,30/12/2020,8778,54,60.714,146,3,1.857,1162.218,7.15,8.039,19.331,0.397,0.246,
HKG,Asia,Hong Kong,31/12/2020,8846,68,60.286,148,2,1.857,1171.221,9.003,7.982,19.595,0.265,0.246,
HKG,Asia,Hong Kong,1/1/2021,8888,42,58.143,149,1,1.857,1176.782,5.561,7.698,19.728,0.132,0.246,
HKG,Asia,Hong Kong,2/1/2021,8923,35,54.714,150,1,2,1181.416,4.634,7.244,19.86,0.132,0.265,
HKG,Asia,Hong Kong,3/1/2021,8964,41,50.571,150,0,2,1186.845,5.428,6.696,19.86,0,0.265,
HKG,Asia,Hong Kong,4/1/2021,9017,53,49.429,151,1,1.714,1193.862,7.017,6.544,19.993,0.132,0.227,
HKG,Asia,Hong Kong,5/1/2021,9049,32,46.429,153,2,1.429,1198.099,4.237,6.147,20.257,0.265,0.189,
HKG,Asia,Hong Kong,6/1/2021,9074,25,42.286,154,1,1.143,1201.409,3.31,5.599,20.39,0.132,0.151,
HKG,Asia,Hong Kong,7/1/2021,9107,33,37.286,154,0,0.857,1205.778,4.369,4.937,20.39,0,0.113,
HKG,Asia,Hong Kong,8/1/2021,9152,45,37.714,155,1,0.857,1211.736,5.958,4.993,20.522,0.132,0.113,
HKG,Asia,Hong Kong,9/1/2021,9211,59,41.143,157,2,1,1219.548,7.812,5.447,20.787,0.265,0.132,
HKG,Asia,Hong Kong,10/1/2021,9242,31,39.714,158,1,1.143,1223.652,4.104,5.258,20.919,0.132,0.151,
HKG,Asia,Hong Kong,11/1/2021,9283,41,38,158,0,1,1229.081,5.428,5.031,20.919,0,0.132,
HKG,Asia,Hong Kong,12/1/2021,9343,60,42,159,1,0.857,1237.025,7.944,5.561,21.052,0.132,0.113,
HKG,Asia,Hong Kong,13/1/2021,9385,42,44.429,161,2,1,1242.586,5.561,5.882,21.317,0.265,0.132,
HKG,Asia,Hong Kong,14/1/2021,9414,29,43.857,161,0,1,1246.425,3.84,5.807,21.317,0,0.132,
HKG,Asia,Hong Kong,15/1/2021,9452,38,42.857,161,0,0.857,1251.456,5.031,5.674,21.317,0,0.113,
HKG,Asia,Hong Kong,16/1/2021,9502,50,41.571,162,1,0.714,1258.076,6.62,5.504,21.449,0.132,0.095,
HKG,Asia,Hong Kong,17/1/2021,9557,55,45,162,0,0.571,1265.359,7.282,5.958,21.449,0,0.076,
HKG,Asia,Hong Kong,18/1/2021,9664,107,54.429,163,1,0.714,1279.525,14.167,7.206,21.581,0.132,0.095,
HKG,Asia,Hong Kong,19/1/2021,9720,56,53.857,164,1,0.714,1286.94,7.414,7.131,21.714,0.132,0.095,
HKG,Asia,Hong Kong,20/1/2021,9797,77,58.857,166,2,0.714,1297.135,10.195,7.793,21.979,0.265,0.095,
HKG,Asia,Hong Kong,21/1/2021,9867,70,64.714,167,1,0.857,1306.403,9.268,8.568,22.111,0.132,0.113,
HKG,Asia,Hong Kong,22/1/2021,9928,61,68,167,0,0.857,1314.479,8.076,9.003,22.111,0,0.113,
HKG,Asia,Hong Kong,23/1/2021,10009,81,72.429,168,1,0.857,1325.204,10.724,9.59,22.243,0.132,0.113,
HKG,Asia,Hong Kong,24/1/2021,10085,76,75.429,169,1,1,1335.266,10.062,9.987,22.376,0.132,0.132,
HKG,Asia,Hong Kong,25/1/2021,10158,73,70.571,171,2,1.143,1344.932,9.665,9.344,22.641,0.265,0.151,
HKG,Asia,Hong Kong,26/1/2021,10222,64,71.714,173,2,1.286,1353.405,8.474,9.495,22.905,0.265,0.17,
HKG,Asia,Hong Kong,27/1/2021,10282,60,69.286,174,1,1.143,1361.349,7.944,9.174,23.038,0.132,0.151,
HKG,Asia,Hong Kong,28/1/2021,10321,39,64.857,177,3,1.429,1366.513,5.164,8.587,23.435,0.397,0.189,
HKG,Asia,Hong Kong,29/1/2021,10371,50,63.286,178,1,1.571,1373.133,6.62,8.379,23.567,0.132,0.208,
HKG,Asia,Hong Kong,30/1/2021,10399,28,55.714,178,0,1.429,1376.84,3.707,7.377,23.567,0,0.189,
HKG,Asia,Hong Kong,31/1/2021,10452,53,52.429,181,3,1.714,1383.858,7.017,6.942,23.965,0.397,0.227,
HKG,Asia,Hong Kong,1/2/2021,10486,34,46.857,182,1,1.571,1388.359,4.502,6.204,24.097,0.132,0.208,
HKG,Asia,Hong Kong,2/2/2021,10511,25,41.286,183,1,1.429,1391.669,3.31,5.466,24.229,0.132,0.189,
HKG,Asia,Hong Kong,3/2/2021,10530,19,35.429,185,2,1.571,1394.185,2.516,4.691,24.494,0.265,0.208,
HKG,Asia,Hong Kong,4/2/2021,10552,22,33,186,1,1.286,1397.098,2.913,4.369,24.627,0.132,0.17,
HKG,Asia,Hong Kong,5/2/2021,10589,37,31.143,186,0,1.143,1401.997,4.899,4.123,24.627,0,0.151,
HKG,Asia,Hong Kong,6/2/2021,10608,19,29.857,186,0,1.143,1404.512,2.516,3.953,24.627,0,0.151,
HKG,Asia,Hong Kong,7/2/2021,10635,27,26.143,186,0,0.714,1408.087,3.575,3.461,24.627,0,0.095,
HKG,Asia,Hong Kong,8/2/2021,10667,32,25.857,186,0,0.571,1412.324,4.237,3.424,24.627,0,0.076,
HKG,Asia,Hong Kong,9/2/2021,10693,26,26,187,1,0.571,1415.766,3.442,3.442,24.759,0.132,0.076,
HKG,Asia,Hong Kong,10/2/2021,10710,17,25.714,188,1,0.429,1418.017,2.251,3.405,24.891,0.132,0.057,
HKG,Asia,Hong Kong,11/2/2021,10731,21,25.571,191,3,0.714,1420.798,2.78,3.386,25.289,0.397,0.095,
HKG,Asia,Hong Kong,12/2/2021,10755,24,23.714,192,1,0.857,1423.975,3.178,3.14,25.421,0.132,0.113,
HKG,Asia,Hong Kong,13/2/2021,10767,12,22.714,193,1,1,1425.564,1.589,3.007,25.553,0.132,0.132,
HKG,Asia,Hong Kong,14/2/2021,10779,12,20.571,193,0,1,1427.153,1.589,2.724,25.553,0,0.132,
HKG,Asia,Hong Kong,15/2/2021,10788,9,17.286,193,0,1,1428.344,1.192,2.289,25.553,0,0.132,
HKG,Asia,Hong Kong,16/2/2021,10796,8,14.714,194,1,1,1429.404,1.059,1.948,25.686,0.132,0.132,
HKG,Asia,Hong Kong,17/2/2021,10812,16,14.571,195,1,1,1431.522,2.118,1.929,25.818,0.132,0.132,
HKG,Asia,Hong Kong,18/2/2021,10820,8,12.714,197,2,0.857,1432.581,1.059,1.683,26.083,0.265,0.113,
HKG,Asia,Hong Kong,19/2/2021,10833,13,11.143,197,0,0.714,1434.303,1.721,1.475,26.083,0,0.095,
HKG,Asia,Hong Kong,20/2/2021,10848,15,11.571,197,0,0.571,1436.289,1.986,1.532,26.083,0,0.076,
HKG,Asia,Hong Kong,21/2/2021,10868,20,12.714,197,0,0.571,1438.937,2.648,1.683,26.083,0,0.076,
HKG,Asia,Hong Kong,22/2/2021,10884,16,13.714,197,0,0.571,1441.055,2.118,1.816,26.083,0,0.076,
HKG,Asia,Hong Kong,23/2/2021,10896,12,14.286,197,0,0.429,1442.644,1.589,1.891,26.083,0,0.057,
HKG,Asia,Hong Kong,24/2/2021,10913,17,14.429,197,0,0.286,1444.895,2.251,1.91,26.083,0,0.038,
HKG,Asia,Hong Kong,25/2/2021,10926,13,15.143,198,1,0.143,1446.616,1.721,2.005,26.215,0.132,0.019,
HKG,Asia,Hong Kong,26/2/2021,10951,25,16.857,198,0,0.143,1449.926,3.31,2.232,26.215,0,0.019,
HKG,Asia,Hong Kong,27/2/2021,10983,32,19.286,198,0,0.143,1454.163,4.237,2.553,26.215,0,0.019,
HKG,Asia,Hong Kong,28/2/2021,11005,22,19.571,199,1,0.286,1457.076,2.913,2.591,26.348,0.132,0.038,
HKG,Asia,Hong Kong,1/3/2021,11019,14,19.286,200,1,0.429,1458.929,1.854,2.553,26.48,0.132,0.057,
HKG,Asia,Hong Kong,2/3/2021,11032,13,19.429,200,0,0.429,1460.65,1.721,2.572,26.48,0,0.057,
HKG,Asia,Hong Kong,3/3/2021,11046,14,19,200,0,0.429,1462.504,1.854,2.516,26.48,0,0.057,
HKG,Asia,Hong Kong,4/3/2021,11055,9,18.429,201,1,0.429,1463.696,1.192,2.44,26.613,0.132,0.057,
HKG,Asia,Hong Kong,5/3/2021,11066,11,16.429,201,0,0.429,1465.152,1.456,2.175,26.613,0,0.057,
HKG,Asia,Hong Kong,6/3/2021,11074,8,13,202,1,0.571,1466.211,1.059,1.721,26.745,0.132,0.076,
HKG,Asia,Hong Kong,7/3/2021,11090,16,12.143,202,0,0.429,1468.33,2.118,1.608,26.745,0,0.057,
HKG,Asia,Hong Kong,8/3/2021,11099,9,11.429,202,0,0.286,1469.521,1.192,1.513,26.745,0,0.038,
HKG,Asia,Hong Kong,9/3/2021,11120,21,12.571,202,0,0.286,1472.302,2.78,1.664,26.745,0,0.038,
HKG,Asia,Hong Kong,10/3/2021,11128,8,11.714,202,0,0.286,1473.361,1.059,1.551,26.745,0,0.038,
HKG,Asia,Hong Kong,11/3/2021,11150,22,13.571,203,1,0.286,1476.274,2.913,1.797,26.877,0.132,0.038,
HKG,Asia,Hong Kong,12/3/2021,11210,60,20.571,203,0,0.286,1484.218,7.944,2.724,26.877,0,0.038,
HKG,Asia,Hong Kong,13/3/2021,11257,47,26.143,203,0,0.143,1490.441,6.223,3.461,26.877,0,0.019,
HKG,Asia,Hong Kong,14/3/2021,11281,24,27.286,203,0,0.143,1493.618,3.178,3.613,26.877,0,0.019,
HKG,Asia,Hong Kong,15/3/2021,11311,30,30.286,203,0,0.143,1497.59,3.972,4.01,26.877,0,0.019,
HKG,Asia,Hong Kong,16/3/2021,11329,18,29.857,203,0,0.143,1499.974,2.383,3.953,26.877,0,0.019,
HKG,Asia,Hong Kong,17/3/2021,11340,11,30.286,203,0,0.143,1501.43,1.456,4.01,26.877,0,0.019,
HKG,Asia,Hong Kong,18/3/2021,11350,10,28.571,203,0,0,1502.754,1.324,3.783,26.877,0,0,
HKG,Asia,Hong Kong,19/3/2021,11363,13,21.857,203,0,0,1504.475,1.721,2.894,26.877,0,0,
HKG,Asia,Hong Kong,20/3/2021,11371,8,16.286,203,0,0,1505.534,1.059,2.156,26.877,0,0,
HKG,Asia,Hong Kong,21/3/2021,11379,8,14,203,0,0,1506.594,1.059,1.854,26.877,0,0,
HKG,Asia,Hong Kong,22/3/2021,11397,18,12.286,203,0,0,1508.977,2.383,1.627,26.877,0,0,
HKG,Asia,Hong Kong,23/3/2021,11409,12,11.429,203,0,0,1510.566,1.589,1.513,26.877,0,0,
HKG,Asia,Hong Kong,24/3/2021,11419,10,11.286,204,1,0.143,1511.89,1.324,1.494,27.01,0.132,0.019,
HKG,Asia,Hong Kong,25/3/2021,11428,9,11.143,204,0,0.143,1513.081,1.192,1.475,27.01,0,0.019,
HKG,Asia,Hong Kong,26/3/2021,11439,11,10.857,205,1,0.286,1514.538,1.456,1.437,27.142,0.132,0.038,
HKG,Asia,Hong Kong,27/3/2021,11445,6,10.571,205,0,0.286,1515.332,0.794,1.4,27.142,0,0.038,
HKG,Asia,Hong Kong,28/3/2021,11446,1,9.571,205,0,0.286,1515.464,0.132,1.267,27.142,0,0.038,
HKG,Asia,Hong Kong,29/3/2021,11454,8,8.143,205,0,0.286,1516.524,1.059,1.078,27.142,0,0.038,
HKG,Asia,Hong Kong,30/3/2021,11461,7,7.429,205,0,0.286,1517.45,0.927,0.984,27.142,0,0.038,
HKG,Asia,Hong Kong,31/3/2021,11467,6,6.857,205,0,0.143,1518.245,0.794,0.908,27.142,0,0.019,
HKG,Asia,Hong Kong,1/4/2021,11480,13,7.429,205,0,0.143,1519.966,1.721,0.984,27.142,0,0.019,
HKG,Asia,Hong Kong,2/4/2021,11499,19,8.571,205,0,0,1522.482,2.516,1.135,27.142,0,0,
HKG,Asia,Hong Kong,3/4/2021,11501,2,8,205,0,0,1522.747,0.265,1.059,27.142,0,0,
HKG,Asia,Hong Kong,4/4/2021,11508,7,8.857,205,0,0,1523.673,0.927,1.173,27.142,0,0,
HKG,Asia,Hong Kong,5/4/2021,11524,16,10,205,0,0,1525.792,2.118,1.324,27.142,0,0,
HKG,Asia,Hong Kong,6/4/2021,11531,7,10,205,0,0,1526.719,0.927,1.324,27.142,0,0,
HKG,Asia,Hong Kong,7/4/2021,11539,8,10.286,205,0,0,1527.778,1.059,1.362,27.142,0,0,
HKG,Asia,Hong Kong,8/4/2021,11549,10,9.857,205,0,0,1529.102,1.324,1.305,27.142,0,0,
HKG,Asia,Hong Kong,9/4/2021,11563,14,9.143,206,1,0.143,1530.955,1.854,1.211,27.275,0.132,0.019,
HKG,Asia,Hong Kong,10/4/2021,11568,5,9.571,207,1,0.286,1531.617,0.662,1.267,27.407,0.132,0.038,
HKG,Asia,Hong Kong,11/4/2021,11581,13,10.429,207,0,0.286,1533.339,1.721,1.381,27.407,0,0.038,
HKG,Asia,Hong Kong,12/4/2021,11594,13,10,207,0,0.286,1535.06,1.721,1.324,27.407,0,0.038,
HKG,Asia,Hong Kong,13/4/2021,11607,13,10.857,207,0,0.286,1536.781,1.721,1.437,27.407,0,0.038,
HKG,Asia,Hong Kong,14/4/2021,11612,5,10.429,209,2,0.571,1537.443,0.662,1.381,27.672,0.265,0.076,
HKG,Asia,Hong Kong,15/4/2021,11618,6,9.857,209,0,0.571,1538.237,0.794,1.305,27.672,0,0.076,
HKG,Asia,Hong Kong,16/4/2021,11635,17,10.286,209,0,0.429,1540.488,2.251,1.362,27.672,0,0.057,
HKG,Asia,Hong Kong,17/4/2021,11653,18,12.143,209,0,0.286,1542.872,2.383,1.608,27.672,0,0.038,
HKG,Asia,Hong Kong,18/4/2021,11683,30,14.571,209,0,0.286,1546.844,3.972,1.929,27.672,0,0.038,
HKG,Asia,Hong Kong,19/4/2021,11695,12,14.429,209,0,0.286,1548.432,1.589,1.91,27.672,0,0.038,
HKG,Asia,Hong Kong,20/4/2021,11703,8,13.714,209,0,0.286,1549.492,1.059,1.816,27.672,0,0.038,
HKG,Asia,Hong Kong,21/4/2021,11704,1,13.143,209,0,0,1549.624,0.132,1.74,27.672,0,0,
HKG,Asia,Hong Kong,22/4/2021,11718,14,14.286,209,0,0,1551.478,1.854,1.891,27.672,0,0,
HKG,Asia,Hong Kong,23/4/2021,11727,9,13.143,209,0,0,1552.669,1.192,1.74,27.672,0,0,
HKG,Asia,Hong Kong,24/4/2021,11730,3,11,209,0,0,1553.066,0.397,1.456,27.672,0,0,
HKG,Asia,Hong Kong,25/4/2021,11736,6,7.571,209,0,0,1553.861,0.794,1.002,27.672,0,0,
HKG,Asia,Hong Kong,26/4/2021,11740,4,6.429,209,0,0,1554.39,0.53,0.851,27.672,0,0,
HKG,Asia,Hong Kong,27/4/2021,11748,8,6.429,209,0,0,1555.45,1.059,0.851,27.672,0,0,
HKG,Asia,Hong Kong,28/4/2021,11755,7,7.286,209,0,0,1556.376,0.927,0.965,27.672,0,0,
HKG,Asia,Hong Kong,29/4/2021,11770,15,7.429,209,0,0,1558.362,1.986,0.984,27.672,0,0,
HKG,Asia,Hong Kong,30/4/2021,11774,4,6.714,209,0,0,1558.892,0.53,0.889,27.672,0,0,
HKG,Asia,Hong Kong,1/5/2021,11782,8,7.429,210,1,0.143,1559.951,1.059,0.984,27.804,0.132,0.019,
HKG,Asia,Hong Kong,2/5/2021,11784,2,6.857,210,0,0.143,1560.216,0.265,0.908,27.804,0,0.019,
HKG,Asia,Hong Kong,3/5/2021,11786,2,6.571,210,0,0.143,1560.481,0.265,0.87,27.804,0,0.019,
HKG,Asia,Hong Kong,4/5/2021,11790,4,6,210,0,0.143,1561.01,0.53,0.794,27.804,0,0.019,
HKG,Asia,Hong Kong,5/5/2021,11796,6,5.857,210,0,0.143,1561.805,0.794,0.775,27.804,0,0.019,
HKG,Asia,Hong Kong,6/5/2021,11798,2,4,210,0,0.143,1562.07,0.265,0.53,27.804,0,0.019,
HKG,Asia,Hong Kong,7/5/2021,11801,3,3.857,210,0,0.143,1562.467,0.397,0.511,27.804,0,0.019,
HKG,Asia,Hong Kong,8/5/2021,11806,5,3.429,210,0,0,1563.129,0.662,0.454,27.804,0,0,
HKG,Asia,Hong Kong,9/5/2021,11807,1,3.286,210,0,0,1563.261,0.132,0.435,27.804,0,0,
HKG,Asia,Hong Kong,10/5/2021,11811,4,3.571,210,0,0,1563.791,0.53,0.473,27.804,0,0,
HKG,Asia,Hong Kong,11/5/2021,11812,1,3.143,210,0,0,1563.923,0.132,0.416,27.804,0,0,
HKG,Asia,Hong Kong,12/5/2021,11814,2,2.571,210,0,0,1564.188,0.265,0.34,27.804,0,0,
HKG,Asia,Hong Kong,13/5/2021,11817,3,2.714,210,0,0,1564.585,0.397,0.359,27.804,0,0,
HKG,Asia,Hong Kong,14/5/2021,11818,1,2.429,210,0,0,1564.718,0.132,0.322,27.804,0,0,
HKG,Asia,Hong Kong,15/5/2021,11821,3,2.143,210,0,0,1565.115,0.397,0.284,27.804,0,0,
HKG,Asia,Hong Kong,16/5/2021,11824,3,2.429,210,0,0,1565.512,0.397,0.322,27.804,0,0,
HKG,Asia,Hong Kong,17/5/2021,11825,1,2,210,0,0,1565.645,0.132,0.265,27.804,0,0,
HKG,Asia,Hong Kong,18/5/2021,11826,1,2,210,0,0,1565.777,0.132,0.265,27.804,0,0,
HKG,Asia,Hong Kong,19/5/2021,11827,1,1.857,210,0,0,1565.909,0.132,0.246,27.804,0,0,
HKG,Asia,Hong Kong,20/5/2021,11828,1,1.571,210,0,0,1566.042,0.132,0.208,27.804,0,0,
HKG,Asia,Hong Kong,21/5/2021,11829,1,1.571,210,0,0,1566.174,0.132,0.208,27.804,0,0,
HKG,Asia,Hong Kong,22/5/2021,11830,1,1.286,210,0,0,1566.307,0.132,0.17,27.804,0,0,
HKG,Asia,Hong Kong,23/5/2021,11832,2,1.143,210,0,0,1566.571,0.265,0.151,27.804,0,0,
HKG,Asia,Hong Kong,24/5/2021,11833,1,1.143,210,0,0,1566.704,0.132,0.151,27.804,0,0,
HKG,Asia,Hong Kong,25/5/2021,11835,2,1.286,210,0,0,1566.969,0.265,0.17,27.804,0,0,
HKG,Asia,Hong Kong,26/5/2021,11836,1,1.286,210,0,0,1567.101,0.132,0.17,27.804,0,0,
HKG,Asia,Hong Kong,27/5/2021,11836,0,1.143,210,0,0,1567.101,0,0.151,27.804,0,0,
HKG,Asia,Hong Kong,28/5/2021,11836,0,1,210,0,0,1567.101,0,0.132,27.804,0,0,
HKG,Asia,Hong Kong,29/5/2021,11837,1,1,210,0,0,1567.233,0.132,0.132,27.804,0,0,
HKG,Asia,Hong Kong,30/5/2021,11837,0,0.714,210,0,0,1567.233,0,0.095,27.804,0,0,
HKG,Asia,Hong Kong,31/5/2021,11841,4,1.143,210,0,0,1567.763,0.53,0.151,27.804,0,0,
HKG,Asia,Hong Kong,1/6/2021,11848,7,1.857,210,0,0,1568.69,0.927,0.246,27.804,0,0,
HKG,Asia,Hong Kong,2/6/2021,11848,0,1.714,210,0,0,1568.69,0,0.227,27.804,0,0,
HKG,Asia,Hong Kong,3/6/2021,11849,1,1.857,210,0,0,1568.822,0.132,0.246,27.804,0,0,
HKG,Asia,Hong Kong,4/6/2021,11850,1,2,210,0,0,1568.955,0.132,0.265,27.804,0,0,
HKG,Asia,Hong Kong,5/6/2021,11851,1,2,210,0,0,1569.087,0.132,0.265,27.804,0,0,
HKG,Asia,Hong Kong,6/6/2021,11858,7,3,210,0,0,1570.014,0.927,0.397,27.804,0,0,
HKG,Asia,Hong Kong,7/6/2021,11865,7,3.429,210,0,0,1570.941,0.927,0.454,27.804,0,0,
HKG,Asia,Hong Kong,8/6/2021,11868,3,2.857,210,0,0,1571.338,0.397,0.378,27.804,0,0,
HKG,Asia,Hong Kong,9/6/2021,11872,4,3.429,210,0,0,1571.867,0.53,0.454,27.804,0,0,
HKG,Asia,Hong Kong,10/6/2021,11874,2,3.571,210,0,0,1572.132,0.265,0.473,27.804,0,0,
HKG,Asia,Hong Kong,11/6/2021,11874,0,3.429,210,0,0,1572.132,0,0.454,27.804,0,0,
HKG,Asia,Hong Kong,12/6/2021,11877,3,3.714,210,0,0,1572.529,0.397,0.492,27.804,0,0,
HKG,Asia,Hong Kong,13/6/2021,11877,0,2.714,210,0,0,1572.529,0,0.359,27.804,0,0,
HKG,Asia,Hong Kong,14/6/2021,11878,1,1.857,210,0,0,1572.662,0.132,0.246,27.804,0,0,
HKG,Asia,Hong Kong,15/6/2021,11880,2,1.714,210,0,0,1572.927,0.265,0.227,27.804,0,0,
HKG,Asia,Hong Kong,16/6/2021,11881,1,1.286,210,0,0,1573.059,0.132,0.17,27.804,0,0,
HKG,Asia,Hong Kong,17/6/2021,11881,0,1,210,0,0,1573.059,0,0.132,27.804,0,0,
HKG,Asia,Hong Kong,18/6/2021,11884,3,1.429,210,0,0,1573.456,0.397,0.189,27.804,0,0,
HKG,Asia,Hong Kong,19/6/2021,11885,1,1.143,210,0,0,1573.589,0.132,0.151,27.804,0,0,
HKG,Asia,Hong Kong,20/6/2021,11886,1,1.286,210,0,0,1573.721,0.132,0.17,27.804,0,0,
HKG,Asia,Hong Kong,21/6/2021,11889,3,1.571,210,0,0,1574.118,0.397,0.208,27.804,0,0,
HKG,Asia,Hong Kong,22/6/2021,11896,7,2.286,210,0,0,1575.045,0.927,0.303,27.804,0,0,
HKG,Asia,Hong Kong,23/6/2021,11898,2,2.429,210,0,0,1575.31,0.265,0.322,27.804,0,0,
HKG,Asia,Hong Kong,24/6/2021,11905,7,3.429,210,0,0,1576.237,0.927,0.454,27.804,0,0,
HKG,Asia,Hong Kong,25/6/2021,11909,4,3.571,211,1,0.143,1576.766,0.53,0.473,27.937,0.132,0.019,
HKG,Asia,Hong Kong,26/6/2021,11911,2,3.714,211,0,0.143,1577.031,0.265,0.492,27.937,0,0.019,
HKG,Asia,Hong Kong,27/6/2021,11917,6,4.429,211,0,0.143,1577.825,0.794,0.586,27.937,0,0.019,
HKG,Asia,Hong Kong,28/6/2021,11920,3,4.429,211,0,0.143,1578.223,0.397,0.586,27.937,0,0.019,
HKG,Asia,Hong Kong,29/6/2021,11921,1,3.571,211,0,0.143,1578.355,0.132,0.473,27.937,0,0.019,
HKG,Asia,Hong Kong,30/6/2021,11923,2,3.571,211,0,0.143,1578.62,0.265,0.473,27.937,0,0.019,
HKG,Asia,Hong Kong,1/7/2021,11927,4,3.143,211,0,0.143,1579.149,0.53,0.416,27.937,0,0.019,
HKG,Asia,Hong Kong,2/7/2021,11938,11,4.143,211,0,0,1580.606,1.456,0.549,27.937,0,0,
HKG,Asia,Hong Kong,3/7/2021,11939,1,4,211,0,0,1580.738,0.132,0.53,27.937,0,0,
HKG,Asia,Hong Kong,4/7/2021,11942,3,3.571,211,0,0,1581.135,0.397,0.473,27.937,0,0,
HKG,Asia,Hong Kong,5/7/2021,11943,1,3.286,212,1,0.143,1581.268,0.132,0.435,28.069,0.132,0.019,
HKG,Asia,Hong Kong,6/7/2021,11944,1,3.286,212,0,0.143,1581.4,0.132,0.435,28.069,0,0.019,
HKG,Asia,Hong Kong,7/7/2021,11945,1,3.143,212,0,0.143,1581.533,0.132,0.416,28.069,0,0.019,
HKG,Asia,Hong Kong,8/7/2021,11948,3,3,212,0,0.143,1581.93,0.397,0.397,28.069,0,0.019,
HKG,Asia,Hong Kong,9/7/2021,11949,1,1.571,212,0,0.143,1582.062,0.132,0.208,28.069,0,0.019,
HKG,Asia,Hong Kong,10/7/2021,11950,1,1.571,212,0,0.143,1582.195,0.132,0.208,28.069,0,0.019,
HKG,Asia,Hong Kong,11/7/2021,11951,1,1.286,212,0,0.143,1582.327,0.132,0.17,28.069,0,0.019,
HKG,Asia,Hong Kong,12/7/2021,11951,0,1.143,212,0,0,1582.327,0,0.151,28.069,0,0,
HKG,Asia,Hong Kong,13/7/2021,11952,1,1.143,212,0,0,1582.459,0.132,0.151,28.069,0,0,
HKG,Asia,Hong Kong,14/7/2021,11955,3,1.429,212,0,0,1582.857,0.397,0.189,28.069,0,0,
HKG,Asia,Hong Kong,15/7/2021,11955,0,1,212,0,0,1582.857,0,0.132,28.069,0,0,
HKG,Asia,Hong Kong,16/7/2021,11956,1,1,212,0,0,1582.989,0.132,0.132,28.069,0,0,
HKG,Asia,Hong Kong,17/7/2021,11956,0,0.857,212,0,0,1582.989,0,0.113,28.069,0,0,
HKG,Asia,Hong Kong,18/7/2021,11958,2,1,212,0,0,1583.254,0.265,0.132,28.069,0,0,
HKG,Asia,Hong Kong,19/7/2021,11958,0,1,212,0,0,1583.254,0,0.132,28.069,0,0,
HKG,Asia,Hong Kong,20/7/2021,11965,7,1.857,212,0,0,1584.181,0.927,0.246,28.069,0,0,
HKG,Asia,Hong Kong,21/7/2021,11970,5,2.143,212,0,0,1584.843,0.662,0.284,28.069,0,0,
HKG,Asia,Hong Kong,22/7/2021,11971,1,2.286,212,0,0,1584.975,0.132,0.303,28.069,0,0,
HKG,Asia,Hong Kong,23/7/2021,11973,2,2.429,212,0,0,1585.24,0.265,0.322,28.069,0,0,
HKG,Asia,Hong Kong,24/7/2021,11975,2,2.714,212,0,0,1585.505,0.265,0.359,28.069,0,0,
HKG,Asia,Hong Kong,25/7/2021,11978,3,2.857,212,0,0,1585.902,0.397,0.378,28.069,0,0,
HKG,Asia,Hong Kong,26/7/2021,11978,0,2.857,212,0,0,1585.902,0,0.378,28.069,0,0,
HKG,Asia,Hong Kong,27/7/2021,11979,1,2,212,0,0,1586.034,0.132,0.265,28.069,0,0,
HKG,Asia,Hong Kong,28/7/2021,11980,1,1.429,212,0,0,1586.167,0.132,0.189,28.069,0,0,
HKG,Asia,Hong Kong,29/7/2021,11982,2,1.571,212,0,0,1586.432,0.265,0.208,28.069,0,0,
HKG,Asia,Hong Kong,30/7/2021,11984,2,1.571,212,0,0,1586.696,0.265,0.208,28.069,0,0,
HKG,Asia,Hong Kong,31/7/2021,11984,0,1.286,212,0,0,1586.696,0,0.17,28.069,0,0,
HKG,Asia,Hong Kong,1/8/2021,11987,3,1.286,212,0,0,1587.094,0.397,0.17,28.069,0,0,
